event,time,ip,user,code,time
1330,19:44:36,20216812083,5,331,
1331,19:44:36,20216812083,5,530,
1332,19:44:38,20216812083,5,331,
1333,19:44:38,20216812083,5,530,
1334,19:44:40,20216812083,5,331,
1335,19:44:40,20216812083,5,530,
1336,19:44:41,20216812083,5,331,
1337,19:44:41,20216812083,5,530,
1338,19:44:43,20216812083,5,331,
1339,19:44:43,20216812083,5,530,
1340,19:44:45,20216812083,5,331,
1341,19:44:45,20216812083,5,530,
1342,19:44:46,20216812083,5,331,
1343,19:44:46,20216812083,5,530,
1344,19:44:48,20216812083,5,331,
1345,19:44:48,20216812083,5,530,
1346,19:44:50,20216812083,5,331,
1347,19:44:50,20216812083,5,530,
1348,19:44:51,20216812083,5,331,
1349,19:44:51,20216812083,5,530,
1350,19:44:53,20216812083,5,331,
1351,19:44:53,20216812083,5,530,
1352,19:44:55,20216812083,5,331,
1353,19:44:55,20216812083,5,530,
1354,19:44:56,20216812083,5,331,
1355,19:44:56,20216812083,5,530,
1356,19:44:58,20216812083,5,331,
1357,19:44:58,20216812083,5,530,
1358,19:45:00,20216812083,5,331,
1359,19:45:00,20216812083,5,530,
1360,19:45:01,20216812083,5,331,
1361,19:45:01,20216812083,5,530,
1362,19:45:03,20216812083,5,331,
1363,19:45:03,20216812083,5,530,
1364,19:45:05,20216812083,5,331,
1365,19:45:05,20216812083,5,530,
1366,19:45:06,20216812083,5,331,
1367,19:45:06,20216812083,5,530,
1368,19:45:08,20216812083,5,331,
1369,19:45:08,20216812083,5,530,
1370,19:45:10,20216812083,5,331,
1371,19:45:10,20216812083,5,530,
1372,19:45:11,20216812083,5,331,
1373,19:45:11,20216812083,5,530,
1374,19:45:13,20216812083,5,331,
1375,19:45:13,20216812083,5,530,
1376,19:45:15,20216812083,5,331,
1377,19:45:15,20216812083,5,530,
1378,19:45:16,20216812083,5,331,
1379,19:45:16,20216812083,5,530,
1380,19:45:18,20216812083,5,331,
1381,19:45:18,20216812083,5,530,
1382,19:45:20,20216812083,5,331,
1383,19:45:20,20216812083,5,530,
1384,19:45:22,20216812083,5,331,
1385,19:45:22,20216812083,5,530,
1386,19:45:23,20216812083,5,331,
1387,19:45:23,20216812083,5,530,
1388,19:45:25,20216812083,5,331,
1389,19:45:25,20216812083,5,530,
1390,19:45:27,20216812083,5,331,
1391,19:45:27,20216812083,5,530,
1392,19:45:28,20216812083,5,331,
1393,19:45:28,20216812083,5,530,
1394,19:45:30,20216812083,5,331,
1395,19:45:30,20216812083,5,530,
1396,19:45:32,20216812083,5,331,
1397,19:45:32,20216812083,5,530,
1398,19:45:33,20216812083,5,331,
1399,19:45:33,20216812083,5,530,
1400,19:45:35,20216812083,5,331,
1401,19:45:35,20216812083,5,530,
1402,19:45:37,20216812083,5,331,
1403,19:45:37,20216812083,5,530,
1404,19:45:38,20216812083,5,331,
1405,19:45:38,20216812083,5,530,
1406,19:45:40,20216812083,5,331,
1407,19:45:40,20216812083,5,530,
1408,19:45:42,20216812083,5,331,
1409,19:45:42,20216812083,5,530,
1410,19:45:43,20216812083,5,331,
1411,19:45:43,20216812083,5,530,
1412,19:45:45,20216812083,5,331,
1413,19:45:45,20216812083,5,530,
1414,19:45:47,20216812083,5,331,
1415,19:45:47,20216812083,5,530,
1416,19:45:48,20216812083,5,331,
1417,19:45:48,20216812083,5,530,
1418,19:45:50,20216812083,5,331,
1419,19:45:50,20216812083,5,530,
1420,19:45:52,20216812083,5,331,
1421,19:45:52,20216812083,5,530,
1422,19:45:53,20216812083,5,331,
1423,19:45:53,20216812083,5,530,
1424,19:45:55,20216812083,5,331,
1425,19:45:55,20216812083,5,530,
1426,19:45:57,20216812083,5,331,
1427,19:45:57,20216812083,5,530,
1428,19:45:58,20216812083,5,331,
1429,19:45:58,20216812083,5,530,
1430,19:46:00,20216812083,5,331,
1431,19:46:00,20216812083,5,530,
1432,19:46:02,20216812083,5,331,
1433,19:46:02,20216812083,5,530,
1434,19:46:03,20216812083,5,331,
1435,19:46:03,20216812083,5,530,
1436,19:46:05,20216812083,5,331,
1437,19:46:05,20216812083,5,530,
1438,19:46:07,20216812083,5,331,
1439,19:46:07,20216812083,5,530,
1440,19:46:08,20216812083,5,331,
1441,19:46:08,20216812083,5,530,
1442,19:46:10,20216812083,5,331,
1443,19:46:10,20216812083,5,530,
1444,19:46:12,20216812083,5,331,
1445,19:46:12,20216812083,5,530,
1446,19:46:13,20216812083,5,331,
1447,19:46:13,20216812083,5,530,
1448,19:46:15,20216812083,5,331,
1449,19:46:15,20216812083,5,530,
1450,19:46:17,20216812083,5,331,
1451,19:46:17,20216812083,5,530,
1452,19:46:18,20216812083,5,331,
1453,19:46:18,20216812083,5,530,
1454,19:46:20,20216812083,5,331,
1455,19:46:20,20216812083,5,530,
1456,19:46:22,20216812083,5,331,
1457,19:46:22,20216812083,5,530,
1458,19:46:23,20216812083,5,331,
1459,19:46:23,20216812083,5,530,
1460,19:46:25,20216812083,5,331,
1461,19:46:25,20216812083,5,530,
1462,19:46:27,20216812083,5,331,
1463,19:46:27,20216812083,5,530,
1464,19:46:28,20216812083,5,331,
1465,19:46:28,20216812083,5,530,
1466,19:46:30,20216812083,5,331,
1467,19:46:30,20216812083,5,530,
1468,19:46:32,20216812083,5,331,
1469,19:46:32,20216812083,5,530,
1470,19:46:34,20216812083,5,331,
1471,19:46:34,20216812083,5,530,
1472,19:46:35,20216812083,5,331,
1473,19:46:35,20216812083,5,530,
1474,19:46:37,20216812083,5,331,
1475,19:46:37,20216812083,5,530,
1476,19:46:39,20216812083,5,331,
1477,19:46:39,20216812083,5,530,
1478,19:46:40,20216812083,5,331,
1479,19:46:40,20216812083,5,530,
1480,19:46:42,20216812083,5,331,
1481,19:46:42,20216812083,5,530,
1482,19:46:44,20216812083,5,331,
1483,19:46:44,20216812083,5,530,
1484,19:46:45,20216812083,5,331,
1485,19:46:45,20216812083,5,530,
1486,19:46:47,20216812083,5,331,
1487,19:46:47,20216812083,5,530,
1488,19:46:49,20216812083,5,331,
1489,19:46:49,20216812083,5,530,
1490,19:46:50,20216812083,5,331,
1491,19:46:50,20216812083,5,530,
1492,19:46:52,20216812083,5,331,
1493,19:46:52,20216812083,5,530,
1494,19:46:54,20216812083,5,331,
1495,19:46:54,20216812083,5,530,
1496,19:46:56,20216812083,5,331,
1497,19:47:06,20216812083,5,530,
1498,19:47:06,20216812083,5,331,
1499,19:47:08,20216812083,5,530,
1500,19:47:08,20216812083,5,331,
1501,19:47:10,20216812083,5,530,
1502,19:47:10,20216812083,5,331,
1503,19:47:11,20216812083,5,530,
1504,19:47:11,20216812083,5,331,
1505,19:47:13,20216812083,5,530,
1506,19:47:13,20216812083,5,331,
1507,19:47:15,20216812083,5,530,
1508,19:47:15,20216812083,5,331,
1509,19:47:16,20216812083,5,530,
1510,19:47:16,20216812083,5,331,
1511,19:47:18,20216812083,5,530,
1512,19:47:18,20216812083,5,331,
1513,19:47:20,20216812083,5,530,
1514,19:47:20,20216812083,5,331,
1515,19:47:22,20216812083,5,530,
1516,19:47:22,20216812083,5,331,
1517,19:47:23,20216812083,5,530,
1518,19:47:23,20216812083,5,331,
1519,19:47:25,20216812083,5,530,
1520,19:47:25,20216812083,5,331,
1521,19:47:27,20216812083,5,530,
1522,19:47:27,20216812083,5,331,
1523,19:47:28,20216812083,5,530,
1524,19:47:28,20216812083,5,331,
1525,19:47:30,20216812083,5,530,
1526,19:47:30,20216812083,5,331,
1527,19:47:32,20216812083,5,530,
1528,19:47:32,20216812083,5,331,
1529,19:47:33,20216812083,5,530,
1530,19:47:33,20216812083,5,331,
1531,19:47:35,20216812083,5,530,
1532,19:47:35,20216812083,5,331,
1533,19:47:37,20216812083,5,530,
1534,19:47:37,20216812083,5,331,
1535,19:47:39,20216812083,5,530,
1536,19:47:39,20216812083,5,331,
1537,19:47:41,20216812083,5,530,
1538,19:47:42,20216812083,5,331,
1539,19:47:42,20216812083,5,530,
1540,19:47:43,20216812083,5,331,
1541,19:47:43,20216812083,5,530,
1542,19:47:45,20216812083,5,331,
1543,19:47:45,20216812083,5,530,
1544,19:47:47,20216812083,5,331,
1545,19:47:47,20216812083,5,530,
1546,19:47:48,20216812083,5,331,
1547,19:47:48,20216812083,5,530,
1548,19:47:50,20216812083,5,331,
1549,19:47:50,20216812083,5,530,
1550,19:47:52,20216812083,5,331,
1551,19:47:52,20216812083,5,530,
1552,19:47:53,20216812083,5,331,
1553,19:47:53,20216812083,5,530,
1554,19:47:55,20216812083,5,331,
1555,19:47:55,20216812083,5,530,
1556,19:47:57,20216812083,5,331,
1557,19:47:57,20216812083,5,530,
1558,19:47:59,20216812083,5,331,
1559,19:47:59,20216812083,5,530,
1560,19:48:00,20216812083,5,331,
1561,19:48:00,20216812083,5,530,
1562,19:48:02,20216812083,5,331,
1563,19:48:02,20216812083,5,530,
1564,19:48:04,20216812083,5,331,
1565,19:48:04,20216812083,5,530,
1566,19:48:05,20216812083,5,331,
1567,19:48:05,20216812083,5,530,
1568,19:48:07,20216812083,5,331,
1569,19:48:07,20216812083,5,530,
1570,19:48:09,20216812083,5,331,
1571,19:48:09,20216812083,5,530,
1572,19:48:10,20216812083,5,331,
1573,19:48:10,20216812083,5,530,
1574,19:48:12,20216812083,5,331,
1575,19:48:12,20216812083,5,530,
1576,19:48:14,20216812083,5,331,
1577,19:48:14,20216812083,5,530,
1578,19:48:15,20216812083,5,331,
1579,19:48:15,20216812083,5,530,
1580,19:48:17,20216812083,5,331,
1581,19:48:17,20216812083,5,530,
1582,19:48:19,20216812083,5,331,
1583,19:48:19,20216812083,5,530,
1584,19:48:20,20216812083,5,331,
1585,19:48:20,20216812083,5,530,
1586,19:48:22,20216812083,5,331,
1587,19:48:22,20216812083,5,530,
1588,19:48:24,20216812083,5,331,
1589,19:48:24,20216812083,5,530,
1590,19:48:25,20216812083,5,331,
1591,19:48:26,20216812083,5,530,
1592,19:48:26,20216812083,5,331,
1593,19:48:28,20216812083,5,530,
1594,19:48:28,20216812083,5,331,
1595,19:48:30,20216812083,5,530,
1596,19:48:30,20216812083,5,331,
1597,19:48:32,20216812083,5,530,
1598,19:48:32,20216812083,5,331,
1599,19:48:33,20216812083,5,530,
1600,19:48:33,20216812083,5,331,
1601,19:48:35,20216812083,5,530,
1602,19:48:35,20216812083,5,331,
1603,19:48:37,20216812083,5,530,
1604,19:48:37,20216812083,5,331,
1605,19:48:38,20216812083,5,530,
1606,19:48:38,20216812083,5,331,
1607,19:48:40,20216812083,5,530,
1608,19:48:40,20216812083,5,331,
1609,19:48:42,20216812083,5,530,
1610,19:48:42,20216812083,5,331,
1611,19:48:43,20216812083,5,530,
1612,19:48:43,20216812083,5,331,
1613,19:48:45,20216812083,5,530,
1614,19:48:45,20216812083,5,331,
1615,19:48:47,20216812083,5,530,
1616,19:48:47,20216812083,5,331,
1617,19:48:48,20216812083,5,530,
1618,19:48:48,20216812083,5,331,
1619,19:48:50,20216812083,5,530,
1620,19:48:50,20216812083,5,331,
1621,19:48:52,20216812083,5,530,
1622,19:48:52,20216812083,5,331,
1623,19:48:53,20216812083,5,530,
1624,19:48:53,20216812083,5,331,
1625,19:48:55,20216812083,5,530,
1626,19:48:55,20216812083,5,331,
1627,19:48:57,20216812083,5,530,
1628,19:48:57,20216812083,5,331,
1629,19:48:58,20216812083,5,530,
1630,19:48:58,20216812083,5,331,
1631,19:49:00,20216812083,5,530,
1632,19:49:00,20216812083,5,331,
1633,19:49:02,20216812083,5,530,
1634,19:49:02,20216812083,5,331,
1635,19:49:03,20216812083,5,530,
1636,19:49:03,20216812083,5,331,
1637,19:49:05,20216812083,5,530,
1638,19:49:05,20216812083,5,331,
1639,19:49:07,20216812083,5,530,
1640,19:49:07,20216812083,5,331,
1641,19:49:08,20216812083,5,530,
1642,19:49:08,20216812083,5,331,
1643,19:49:10,20216812083,5,530,
1644,19:49:10,20216812083,5,331,
1645,19:49:12,20216812083,5,530,
1646,19:49:12,20216812083,5,331,
1647,19:49:13,20216812083,5,530,
1648,19:49:13,20216812083,5,331,
1649,19:49:15,20216812083,5,530,
1650,19:49:15,20216812083,5,331,
1651,19:49:17,20216812083,5,530,
1652,19:49:17,20216812083,5,331,
1653,19:49:18,20216812083,5,530,
1654,19:49:18,20216812083,5,331,
1655,19:49:20,20216812083,5,530,
1656,19:49:20,20216812083,5,331,
1657,19:49:22,20216812083,5,530,
1658,19:49:22,20216812083,5,331,
1659,19:49:23,20216812083,5,530,
1660,19:49:23,20216812083,5,331,
1661,19:49:25,20216812083,5,530,
1662,19:49:25,20216812083,5,331,
1663,19:49:27,20216812083,5,530,
1664,19:49:27,20216812083,5,331,
1665,19:49:28,20216812083,5,530,
1666,19:49:28,20216812083,5,331,
1667,19:49:31,20216812083,5,530,
1668,19:49:32,20216812083,5,331,
1669,19:49:33,20216812083,5,530,
1670,19:49:34,20216812083,5,331,
1671,19:49:35,20216812083,5,530,
1672,19:49:36,20216812083,5,331,
1673,19:49:38,20216812083,5,530,
1674,19:49:39,20216812083,5,331,
1675,19:49:40,20216812083,5,530,
1676,19:49:41,20216812083,5,331,
1677,19:49:42,20216812083,5,530,
1678,19:49:43,20216812083,5,331,
1679,19:49:45,20216812083,5,530,
1680,19:49:46,20216812083,5,331,
1681,19:49:47,20216812083,5,530,
1682,19:49:48,20216812083,5,331,
1683,19:49:49,20216812083,5,530,
1684,19:49:50,20216812083,5,331,
1685,19:49:51,20216812083,5,530,
1686,19:49:52,20216812083,5,331,
1687,19:49:54,20216812083,5,530,
1688,19:49:55,20216812083,5,331,
1689,19:49:56,20216812083,5,530,
1690,19:49:57,20216812083,5,331,
1691,19:49:58,20216812083,5,530,
1692,19:49:59,20216812083,5,331,
1693,19:50:01,20216812083,5,530,
1694,19:50:02,20216812083,5,331,
1695,19:50:03,20216812083,5,530,
1696,19:50:04,20216812083,5,331,
1697,19:50:05,20216812083,5,530,
1698,19:50:07,20216812083,5,331,
1699,19:50:08,20216812083,5,530,
1700,19:50:09,20216812083,5,331,
1701,19:50:10,20216812083,5,530,
1702,19:50:11,20216812083,5,331,
1703,19:50:13,20216812083,5,530,
1704,19:50:14,20216812083,5,331,
1705,19:50:15,20216812083,5,530,
1706,19:50:16,20216812083,5,331,
1707,19:50:17,20216812083,5,530,
1708,19:50:19,20216812083,5,331,
1709,19:50:20,20216812083,5,530,
1710,19:50:21,20216812083,5,331,
1711,19:50:22,20216812083,5,530,
1712,19:50:23,20216812083,5,331,
1713,19:50:25,20216812083,5,530,
1714,19:50:26,20216812083,5,331,
1715,19:50:27,20216812083,5,530,
1716,19:50:28,20216812083,5,331,
1717,19:50:29,20216812083,5,530,
1718,19:50:30,20216812083,5,331,
1719,19:50:30,20216812083,5,530,
1720,19:50:32,20216812083,5,331,
1721,19:50:33,20216812083,5,530,
1722,19:50:34,20216812083,5,331,
1723,19:50:35,20216812083,5,530,
1724,19:50:36,20216812083,5,331,
1725,19:50:38,20216812083,5,530,
1726,19:50:39,20216812083,5,331,
1727,19:50:40,20216812083,5,530,
1728,19:50:41,20216812083,5,331,
1729,19:50:42,20216812083,5,530,
1730,19:50:43,20216812083,5,331,
1731,19:50:44,20216812083,5,530,
1732,19:50:46,20216812083,5,331,
1733,19:50:47,20216812083,5,530,
1734,19:50:48,20216812083,5,331,
1735,19:50:49,20216812083,5,530,
1736,19:50:50,20216812083,5,331,
1737,19:50:51,20216812083,5,530,
1738,19:50:52,20216812083,5,331,
1739,19:50:53,20216812083,5,530,
1740,19:50:55,20216812083,5,550,
1741,19:50:56,20216812083,5,550,
1742,20:11:13,195452284,6,331,
1743,20:11:15,195452284,6,230,
